SYMBOL	ENSEMBL	GENENAME	GENETYPE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
151	CCDC33	ENSG00000140481	coiled-coil domain containing 33	protein-coding	562.476988955938	1.80842820041772	0.266430231165405	6.78762388377394	1.13995363388002e-11	9.54755957751687e-11
152	CCDC33	ENSG00000288407	coiled-coil domain containing 33	protein-coding	562.476988955938	1.80842820041772	0.266430231165405	6.78762388377394	1.13995363388002e-11	9.54755957751687e-11
153	CCDC60	ENSG00000183273	coiled-coil domain containing 60	protein-coding	89.0994900671556	1.82713279973516	0.212371855001953	8.60346018882004	7.73480905385875e-18	1.35124562609698e-16
154	CCDC78	ENSG00000162004	coiled-coil domain containing 78	protein-coding	1722.73444378283	1.69245902325272	0.230331187867086	7.34793685095463	2.01289549895943e-13	2.10215715826379e-12
155	CCK	ENSG00000187094	cholecystokinin	protein-coding	72.8052192984845	-2.75228362302991	0.232903008883215	-11.8172952604919	3.17750682947122e-32	2.03666176574904e-30
156	CCKAR	ENSG00000163394	cholecystokinin A receptor	protein-coding	1.24833512223664	2.4973754987077	0.406394049176216	6.14520685962312	7.98593700238477e-10	5.31408123326724e-09
157	CCL24	ENSG00000106178	C-C motif chemokine ligand 24	protein-coding	1082.09045802852	1.57762314878244	0.214488659871648	7.35527533122967	1.90533971887358e-13	1.99541810423526e-12
158	CCL7	ENSG00000108688	C-C motif chemokine ligand 7	protein-coding	185.057067989463	2.43121489265559	0.309978690820843	7.84316781975424	4.39320237370182e-15	5.60095766741533e-14
159	CCNA1	ENSG00000133101	cyclin A1	protein-coding	160.867684569157	2.14647956582604	0.228802823917719	9.38135084642989	6.51328283310115e-21	1.52428797243416e-19
160	CCND2	ENSG00000118971	cyclin D2	protein-coding	86.6386392778765	1.51551880065407	0.172105214667773	8.80576921262724	1.29958206068545e-18	2.43127428243781e-17
161	CCNO	ENSG00000152669	cyclin O	protein-coding	160.8893944563	2.1364459306587	0.268424421407422	7.95920847833716	1.73143294923389e-15	2.30183088874629e-14
162	CD164L2	ENSG00000174950	CD164 molecule like 2	protein-coding	424.840104005572	1.93578210387081	0.214899878090251	9.0078324895924	2.10169066785809e-19	4.2702324985718e-18
163	CD177	ENSG00000204936	CD177 molecule	protein-coding	27.7420783988854	-2.12808349957955	0.434776844520924	-4.894656940446	9.84773626713687e-07	4.37229176040554e-06
164	CD19	ENSG00000177455	CD19 molecule	protein-coding	54.0476156751931	2.21875722404165	0.188905150662106	11.7453505966617	7.46124207517747e-32	4.56285531758066e-30
165	CD27	ENSG00000139193	CD27 molecule	protein-coding	680.464909827379	1.94769431387406	0.14103129628687	13.8103695077175	2.20696628120252e-43	3.7765445024761e-41
166	CD300LG	ENSG00000161649	CD300 molecule like family member g	protein-coding	190.35896172484	-1.62802751332075	0.165017141053441	-9.86580850284827	5.85607455986668e-23	1.61102511343117e-21
167	CD79A	ENSG00000105369	CD79a molecule	protein-coding	1536.61821063067	2.76169442324015	0.192961903489106	14.3121226174889	1.8381605391644e-46	4.18114272884078e-44
168	CD79B	ENSG00000007312	CD79b molecule	protein-coding	604.797057287166	1.52443503075714	0.12614480138759	12.0848026552691	1.27074905945115e-33	9.33150057357591e-32
169	CDC20B	ENSG00000164287	cell division cycle 20B	protein-coding	82.0643984762274	1.95950184793349	0.253358569081168	7.73410528422162	1.04132831350275e-14	1.26698341183648e-13
170	CDH2	ENSG00000170558	cadherin 2	protein-coding	46.805445622386	1.99877960309097	0.177306630668578	11.2730110292778	1.78363986688249e-29	8.94313193470223e-28
171	CDH3	ENSG00000062038	cadherin 3	protein-coding	927.516684226888	2.5250144726767	0.145099926484074	17.4019004272469	7.98105743844348e-68	1.48862683341848e-64
172	CDHR3	ENSG00000128536	cadherin related family member 3	protein-coding	1542.76878635668	1.56594994325079	0.207775362502001	7.5367450904373	4.81846912639813e-14	5.42390381083754e-13
173	CDHR4	ENSG00000187492	cadherin related family member 4	protein-coding	525.737969445856	1.9280740816391	0.25786227800471	7.47714670233343	7.59536125720289e-14	8.33345165702048e-13
174	CDK5R2	ENSG00000171450	cyclin dependent kinase 5 regulatory subunit 2	protein-coding	1.21507777326577	1.62946210069244	0.349944036516199	4.65635053225721	3.21863752829312e-06	1.32379332255178e-05
175	CEACAM7	ENSG00000007306	CEA cell adhesion molecule 7	protein-coding	6.89428242223477	1.67070109770668	0.194495825502497	8.58990723009236	8.70395740013804e-18	1.50879380508712e-16
176	CEACAM7	ENSG00000280501	CEA cell adhesion molecule 7	protein-coding	6.89428242223477	1.67070109770668	0.194495825502497	8.58990723009236	8.70395740013804e-18	1.50879380508712e-16
177	CEACAM8	ENSG00000124469	CEA cell adhesion molecule 8	protein-coding	4.79980654415078	-1.71562072214964	0.385216449025078	-4.45365385224748	8.44211642647274e-06	3.25806653396585e-05
178	CFAP100	ENSG00000163885	cilia and flagella associated protein 100	protein-coding	943.753254067795	1.99434046556273	0.248668122916827	8.02008895297684	1.05668614890814e-15	1.44708590671327e-14
179	CFAP126	ENSG00000188931	cilia and flagella associated protein 126	protein-coding	1345.90819168533	1.8177118524473	0.264701879701525	6.86701527959278	6.55590505563774e-12	5.69807740436883e-11
180	CFAP157	ENSG00000160401	cilia and flagella associated protein 157	protein-coding	1356.30122891024	1.81564146968563	0.238054872393756	7.62698722117504	2.40303401428602e-14	2.79783960265061e-13
181	CFAP300	ENSG00000137691	cilia and flagella associated protein 300	protein-coding	536.192162111403	1.71886227835947	0.18569890475507	9.25617886991084	2.11879226084138e-20	4.72159059130388e-19
182	CFAP43	ENSG00000197748	cilia and flagella associated protein 43	protein-coding	1097.26916428461	1.76041462774571	0.24417948241728	7.20951084963528	5.6153223738448e-13	5.6039054530205e-12
183	CFAP46	ENSG00000171811	cilia and flagella associated protein 46	protein-coding	298.030949869903	1.72451626069609	0.240021919888808	7.18482820858606	6.72917441888229e-13	6.65143408908281e-12
184	CFAP47	ENSG00000165164	cilia and flagella associated protein 47	protein-coding	46.085635513386	1.71211298536721	0.262297729335076	6.52736487543146	6.6936847097545e-11	5.14423597883564e-10
185	CFAP52	ENSG00000166596	cilia and flagella associated protein 52	protein-coding	676.833958433969	1.61512613348885	0.246724884748149	6.54626360505763	5.89944120522807e-11	4.56772010626459e-10
186	CFAP57	ENSG00000243710	cilia and flagella associated protein 57	protein-coding	213.340730932348	1.58239243670203	0.215202462801612	7.35304055586383	1.93748118862112e-13	2.02566699160096e-12
187	CFAP65	ENSG00000181378	cilia and flagella associated protein 65	protein-coding	377.986595997556	1.66647182803769	0.250140894547175	6.66213267948235	2.69882207793694e-11	2.16416291477557e-10
188	CFAP73	ENSG00000186710	cilia and flagella associated protein 73	protein-coding	1013.99298265976	1.69410358534352	0.242823187292491	6.97669610646737	3.02202408491408e-12	2.72566698413044e-11
189	CFAP74	ENSG00000142609	cilia and flagella associated protein 74	protein-coding	332.839584934195	1.56016113971325	0.193460093392091	8.06451145741583	7.35293102745328e-16	1.02885873611447e-14
190	CFAP77	ENSG00000188523	cilia and flagella associated protein 77	protein-coding	300.160686242627	1.78081268685536	0.260555305076895	6.83468212758057	8.21870610174172e-12	7.01580348785751e-11
191	CFAP97D2	ENSG00000283361	CFAP97 domain containing 2	protein-coding	96.1493785812596	1.60339965713549	0.290529900606194	5.51887999751481	3.41167061647517e-08	1.83490427734991e-07
192	CFAP99	ENSG00000206113	cilia and flagella associated protein 99	protein-coding	210.45183174465	1.86202216743308	0.22697527065937	8.20363452821911	2.33226403370165e-16	3.44429047954103e-15
193	CGB8	ENSG00000213030	chorionic gonadotropin subunit beta 8	protein-coding	2.87264389496056	2.56002413371924	0.615995791860593	4.15591172463497	3.23992911429011e-05	0.000113935063800413
194	CHRDL2	ENSG00000054938	chordin like 2	protein-coding	422.004686566131	1.53478516071089	0.117373385874551	13.0760917330209	4.51041385536546e-39	5.60854928201843e-37
195	CHRM1	ENSG00000168539	cholinergic receptor muscarinic 1	protein-coding	14.5026381055379	-1.51928381797093	0.346873344509705	-4.37993821669519	1.18712962427433e-05	4.46148332701285e-05
196	CHRM2	ENSG00000181072	cholinergic receptor muscarinic 2	protein-coding	39.6661343392443	-1.76218482474372	0.209509339759465	-8.41100843889278	4.06500476808571e-17	6.56454276487747e-16
197	CHRNA4	ENSG00000101204	cholinergic receptor nicotinic alpha 4 subunit	protein-coding	27.0087425075249	1.755954305802	0.347963791935154	5.04637076184419	4.50281225562909e-07	2.09025520637118e-06
198	CHST4	ENSG00000140835	carbohydrate sulfotransferase 4	protein-coding	25.9076115751595	1.54946594170386	0.172671973673041	8.97346517065831	2.87329643104715e-19	5.75646885412369e-18
199	CHST9	ENSG00000154080	carbohydrate sulfotransferase 9	protein-coding	397.079495758859	1.81921595989398	0.28667010844248	6.34602599405302	2.20947918230066e-10	1.58687738576326e-09
200	CIDEC	ENSG00000187288	cell death inducing DFFA like effector c	protein-coding	16.5823082432399	2.5676640589661	0.275841987879594	9.3084598131844	1.29699394779007e-20	2.9501867212415e-19
201	CILP2	ENSG00000160161	cartilage intermediate layer protein 2	protein-coding	57.7062708308974	2.99743303749244	0.194503675633566	15.4106755449672	1.38753726247625e-53	6.16198690945404e-51
202	CKMT1A	ENSG00000223572	creatine kinase, mitochondrial 1A	protein-coding	154.466462315181	1.95761871906857	0.175310809840381	11.1665602414989	5.94383129542929e-29	2.87213319487946e-27
203	CKMT1B	ENSG00000237289	creatine kinase, mitochondrial 1B	protein-coding	143.852896720934	2.06821271811653	0.176469681857225	11.7199322645679	1.00752522758393e-31	6.04255966073807e-30
204	CLCA2	ENSG00000137975	chloride channel accessory 2	protein-coding	6.6300652750196	1.94086480379807	0.432944410842419	4.4829422789442	7.36208480208166e-06	2.87035129030993e-05
205	CLCA4	ENSG00000016602	chloride channel accessory 4	protein-coding	14.8477433225004	2.6618772632415	0.256867429543976	10.3628446314397	3.65914759458865e-25	1.21875751668335e-23
206	CLDN14	ENSG00000159261	claudin 14	protein-coding	38.6994885214862	2.23692565898352	0.196710745723657	11.3716495291314	5.78832269080337e-30	3.02419593358164e-28
207	CLDN16	ENSG00000113946	claudin 16	protein-coding	78.0191579843638	1.55195344028728	0.218000867095287	7.11902416245402	1.08693856245728e-12	1.04556875022966e-11
208	CLDN2	ENSG00000165376	claudin 2	protein-coding	182.359407038301	2.68514183429694	0.211886451189679	12.6725508838374	8.39396514809735e-37	8.69801321901732e-35
209	CLDN22	ENSG00000177300	claudin 22	protein-coding	4.37286376985517	3.87337938759154	1.11735594862485	3.46655816560388	0.000527167661046391	0.0015113328026187
210	CLDN25	ENSG00000228607	claudin 25	protein-coding	0.935818073778235	2.30936247516383	0.73266582085426	3.1519997377129	0.00162156418983819	0.00421597648018705
211	CLIC6	ENSG00000159212	chloride intracellular channel 6	protein-coding	1037.60293504158	1.57849253663634	0.133030051618818	11.865683861864	1.78438478615985e-32	1.17191355744555e-30
212	CLRN2	ENSG00000249581	clarin 2	protein-coding	0.653280476225795	-1.58589019520107	0.523951289863368	-3.02678937123071	0.0024716611942378	0.0062106189673883
213	CNGA3	ENSG00000144191	cyclic nucleotide gated channel subunit alpha 3	protein-coding	16.610462369744	1.72220955487839	0.24199834963209	7.11661694179595	1.10608333829573e-12	1.06343641370577e-11
214	CNGA4	ENSG00000132259	cyclic nucleotide gated channel subunit alpha 4	protein-coding	171.606886531648	1.83042829869654	0.233934951818359	7.82451824521627	5.09604622075229e-15	6.47048700540992e-14
215	CNTN5	ENSG00000149972	contactin 5	protein-coding	18.9806709049142	1.56244752937113	0.226335146475761	6.90324747923523	5.08269682712323e-12	4.48875289865069e-11
216	CNTN6	ENSG00000134115	contactin 6	protein-coding	127.208012997954	-1.60760335479722	0.139005898030356	-11.565001036475	6.19905484286179e-31	3.4826738231644e-29
217	CNTNAP4	ENSG00000152910	contactin associated protein family member 4	protein-coding	0.873741154948071	1.84081793650494	0.334802179897425	5.49822565990737	3.83631799952253e-08	2.0502866282835e-07
218	COCH	ENSG00000100473	cochlin	protein-coding	16.2223772509104	1.62640543145644	0.245751514998155	6.61808913555893	3.6387161221897e-11	2.87338412832694e-10
219	COL10A1	ENSG00000123500	collagen type X alpha 1 chain	protein-coding	397.100105982961	3.31539214557048	0.205098663150182	16.1648647272889	8.9233570773018e-59	6.40147908483974e-56
220	COL11A1	ENSG00000060718	collagen type XI alpha 1 chain	protein-coding	30.410997244549	1.60252363470586	0.22980703857118	6.97334444005506	3.09493627339565e-12	2.7900798149529e-11
221	COL14A1	ENSG00000187955	collagen type XIV alpha 1 chain	protein-coding	2624.84915928769	2.26315042170895	0.147318616354541	15.362283991742	2.93065258634589e-53	1.16303259660688e-50
222	COL17A1	ENSG00000065618	collagen type XVII alpha 1 chain	protein-coding	123.971158138705	3.37105390741949	0.229519783228779	14.6874219729431	7.76108016656782e-49	2.16059204875855e-46
223	COL1A1	ENSG00000108821	collagen type I alpha 1 chain	protein-coding	13191.7994357408	2.32083367599192	0.17685145903249	13.123067735424	2.42899496954582e-39	3.16822476727053e-37
224	COL1A2	ENSG00000164692	collagen type I alpha 2 chain	protein-coding	22910.0289953672	1.50198464079141	0.136379997397085	11.0132326547728	3.29948292063498e-28	1.48652066269767e-26
225	COL22A1	ENSG00000169436	collagen type XXII alpha 1 chain	protein-coding	26.2820374854974	2.04716260595092	0.144238007357552	14.1929484707605	1.01308012625346e-45	2.1719506338942e-43
226	COL3A1	ENSG00000168542	collagen type III alpha 1 chain	protein-coding	21349.4738421241	2.2252642684815	0.175637956656665	12.6696091826633	8.71474916698318e-37	8.93118139904232e-35
227	COL7A1	ENSG00000114270	collagen type VII alpha 1 chain	protein-coding	1062.73124964524	2.29829495802259	0.127734378934568	17.9927673128617	2.21990031195265e-72	6.90093010309015e-69
228	COMP	ENSG00000105664	cartilage oligomeric matrix protein	protein-coding	413.930075233265	3.11130274247649	0.201915013879441	15.4089717386453	1.42460620917331e-53	6.17947791011642e-51
229	CP	ENSG00000047457	ceruloplasmin	protein-coding	1700.49045975317	2.04803601499341	0.157655435834053	12.990582939044	1.38369092004313e-38	1.60301882240028e-36
230	CPNE4	ENSG00000196353	copine 4	protein-coding	26.0362445921726	2.12503952570926	0.145400748054357	14.6150522204661	2.25181678945642e-48	6.08708503723784e-46
231	CPNE5	ENSG00000124772	copine 5	protein-coding	371.85914038503	1.99879349552469	0.119880635902483	16.6731973056151	2.05312361422062e-62	2.12749231402462e-59
232	CPNE6	ENSG00000100884	copine 6	protein-coding	8.27829803001697	1.76864081366474	0.214092352306712	8.26111159323877	1.44322079839326e-16	2.20224085554233e-15
233	CPNE6	ENSG00000285221	copine 6	protein-coding	8.27829803001697	1.76864081366474	0.214092352306712	8.26111159323877	1.44322079839326e-16	2.20224085554233e-15
234	CPXCR1	ENSG00000147183	CPX chromosome region candidate 1	protein-coding	1.84219761405624	1.54613992131721	0.278495422313472	5.55176063029464	2.82806672736139e-08	1.53474252542172e-07
235	CR2	ENSG00000117322	complement C3d receptor 2	protein-coding	177.838122051694	1.97945892168423	0.16875236042095	11.7299628683504	8.94979267678728e-32	5.41985496777391e-30
236	CRB2	ENSG00000148204	crumbs cell polarity complex component 2	protein-coding	0.698125025581586	2.2854325905759	0.45970934807187	4.97147295385997	6.64461349312964e-07	3.02207585647047e-06
237	CRHR1	ENSG00000120088	corticotropin releasing hormone receptor 1	protein-coding	5.10755700046056	1.66971647889651	0.275323730478018	6.0645570797604	1.32317781962083e-09	8.51325032479052e-09
238	CRHR1	ENSG00000282456	corticotropin releasing hormone receptor 1	protein-coding	5.10755700046056	1.66971647889651	0.275323730478018	6.0645570797604	1.32317781962083e-09	8.51325032479052e-09
239	CRHR1	ENSG00000276191	corticotropin releasing hormone receptor 1	protein-coding	5.10755700046056	1.66971647889651	0.275323730478018	6.0645570797604	1.32317781962083e-09	8.51325032479052e-09
240	CRHR1	ENSG00000278232	corticotropin releasing hormone receptor 1	protein-coding	5.10755700046056	1.66971647889651	0.275323730478018	6.0645570797604	1.32317781962083e-09	8.51325032479052e-09
241	CRHR1	ENSG00000263715	corticotropin releasing hormone receptor 1	protein-coding	5.10755700046056	1.66971647889651	0.275323730478018	6.0645570797604	1.32317781962083e-09	8.51325032479052e-09
242	CRISP2	ENSG00000124490	cysteine rich secretory protein 2	protein-coding	36.9568160203087	1.51297788207131	0.281763994874851	5.36966365324044	7.88836248666462e-08	4.0633454046194e-07
243	CRLF1	ENSG00000006016	cytokine receptor like factor 1	protein-coding	1674.20543355098	1.85809131192605	0.164927957866454	11.266078450026	1.92974716427382e-29	9.64977053834726e-28
244	CROCC2	ENSG00000226321	ciliary rootlet coiled-coil, rootletin family member 2	protein-coding	203.147153965995	1.50918695962718	0.206536391075292	7.3071237072067	2.72921276935374e-13	2.81711547172031e-12
